test/rewrite_ratio,test/gap,test/guided_gap,test/gt_cost,test/guided_solved_cost,step,test/solved_cost,epoch
0.2,inf,inf,0.0,15.3,0,,
0.20000001788139343,inf,inf,0.0,15.300000190734863,0,15.0,0
